LOCALITA;DATA;TMEDIA;TMIN;TMAX;PUNTORUGIADA °C;UMID;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
"Bari;1/12/2015;""11"";""7"";""17"";""8"";""81"";""20"";""11"";""19"";""0"";""1025"";""0"";""0"";"""""
"Bari;2/12/2015;""11"";""7"";""16"";""8"";""85"";""20"";""8"";""15"";""0"";""1029"";""0"";""0"";"""""
"Bari;3/12/2015;""11"";""7"";""16"";""8"";""86"";""8"";""8"";""11"";""0"";""1031"";""0"";""0"";"""""
"Bari;4/12/2015;""12"";""9"";""16"";""10"";""91"";""7"";""8"";""20"";""0"";""1033"";""0"";""0"";"""""
"Bari;5/12/2015;""10"";""7"";""15"";""9"";""94"";""5"";""8"";""13"";""0"";""1034"";""0"";""0"";"""""
"Bari;6/12/2015;""10"";""6"";""16"";""9"";""91"";""5"";""9"";""13"";""0"";""1035"";""0"";""0"";"""""
"Bari;7/12/2015;""12"";""9"";""16"";""9"";""86"";""7"";""10"";""17"";""0"";""1035"";""0"";""0"";"""""
"Bari;8/12/2015;""11"";""8"";""16"";""9"";""86"";""9"";""12"";""20"";""0"";""1033"";""0"";""0"";"""""
"Bari;9/12/2015;""11"";""8"";""16"";""9"";""85"";""8"";""12"";""17"";""0"";""1031"";""0"";""0"";"""""
"Bari;10/12/2015;""12"";""10"";""15"";""9"";""81"";""8"";""17"";""24"";""0"";""1029"";""0"";""0"";""pioggia """
"Bari;11/12/2015;""11"";""9"";""13"";""7"";""77"";""10"";""16"";""26"";""0"";""1028"";""0"";""0"";""pioggia """
"Bari;12/12/2015;""9"";""6"";""15"";""6"";""81"";""10"";""12"";""17"";""0"";""1027"";""0"";""0"";"""""
"Bari;13/12/2015;""9"";""5"";""15"";""6"";""82"";""10"";""8"";""11"";""0"";""1025"";""0"";""0"";"""""
"Bari;14/12/2015;""8"";""4"";""14"";""6"";""88"";""8"";""8"";""13"";""0"";""1025"";""0"";""0"";"""""
"Bari;15/12/2015;""10"";""6"";""15"";""7"";""82"";""9"";""10"";""15"";""0"";""1026"";""0"";""0"";"""""
"Bari;16/12/2015;""11"";""8"";""15"";""7"";""73"";""11"";""16"";""24"";""0"";""1027"";""0"";""0"";"""""
"Bari;17/12/2015;""10"";""6"";""14"";""6"";""79"";""10"";""11"";""17"";""0"";""1028"";""0"";""0"";""pioggia """
"Bari;18/12/2015;""8"";""4"";""14"";""5"";""81"";""9"";""10"";""15"";""0"";""1027"";""0"";""0"";"""""
"Bari;19/12/2015;""12"";""7"";""16"";""8"";""78"";""8"";""12"";""15"";""0"";""1026"";""0"";""0"";""temporale """
"Bari;20/12/2015;""11"";""7"";""15"";""9"";""88"";""7"";""10"";""17"";""0"";""1029"";""0"";""0"";""pioggia temporale """
"Bari;21/12/2015;""9"";""5"";""16"";""8"";""90"";""8"";""9"";""13"";""0"";""1032"";""0"";""0"";"""""
"Bari;22/12/2015;""10"";""4"";""17"";""6"";""77"";""7"";""11"";""15"";""0"";""1034"";""0"";""0"";"""""
"Bari;23/12/2015;""11"";""8"";""16"";""7"";""78"";""9"";""11"";""17"";""0"";""1033"";""0"";""0"";"""""
"Bari;24/12/2015;""10"";""5"";""15"";""7"";""83"";""9"";""9"";""13"";""0"";""1032"";""0"";""0"";"""""
"Bari;25/12/2015;""11"";""7"";""16"";""8"";""79"";""10"";""13"";""19"";""0"";""1033"";""0"";""0"";"""""
"Bari;26/12/2015;""10"";""7"";""15"";""9"";""88"";""7"";""11"";""17"";""0"";""1033"";""0"";""0"";"""""
"Bari;27/12/2015;""9"";""5"";""13"";""7"";""88"";""7"";""9"";""13"";""0"";""1033"";""0"";""0"";"""""
"Bari;28/12/2015;""9"";""5"";""13"";""7"";""90"";""6"";""10"";""17"";""0"";""1031"";""0"";""0"";"""""
"Bari;29/12/2015;""7"";""3"";""13"";""6"";""93"";""4"";""10"";""17"";""0"";""1027"";""0"";""0"";""nebbia """
"Bari;30/12/2015;""10"";""6"";""12"";""6"";""79"";""8"";""15"";""22"";""0"";""1025"";""0"";""0"";"""""
"Bari;31/12/2015;""8"";""3"";""10"";""2"";""62"";""10"";""11"";""19"";""0"";""1026"";""0"";""0"";"""""
