1.263552626341696339e+01 1.235843029812526872e+01 1.285991628079765370e+01 1.431841490759045321e+01 1.345698610871555267e+01 1.163201695612370656e+01 1.094195380186013011e+01 1.054321290682092460e+01 1.114655172413792883e+01 1.199594339998142445e+01 1.520912884265831266e+01 1.649589364609730069e+01 1.484502991866898469e+01 1.409341457589789215e+01 1.470183492324633789e+01 1.400818285547491371e+01 1.370286317018481448e+01 1.416777673110347280e+01 1.334126520810391270e+01 1.266048281169149803e+01 1.354702405434450796e+01 1.150920778548778856e+01 1.155821751260590347e+01 1.278576972575659099e+01 1.298474545912884004e+01 1.370308208727494481e+01 1.323889493306444010e+01 1.171922556420904371e+01 1.101379509360364040e+01 1.157547664220986583e+01 1.110784983614387222e+01 1.237619906860728669e+01 1.126771238274667652e+01 9.917929309681438710e+00 8.719122739515198006e+00 7.711175385758447298e+00 7.223534250573825588e+00 6.493803982964269750e+00 9.010726937416247750e+00 9.149789043531331600e+00 9.198803253240637190e+00 9.965314908917223491e+00 8.671591195552664999e+00 7.596489365936500704e+00 5.929707712515423168e+00 4.411892505074896498e+00 7.884547770362603458e+00 1.058301269719122573e+01 1.208894667710392490e+01 1.241458584866858494e+01
1.241458584866858494e+01 7.840399490520226777e+00 5.294018919743667340e+00 7.021191837709464423e+00 6.337321383556008492e+00 2.923694126388132641e+00 1.309339799126985060e+00 3.926311180692840241e-01 3.937190696687052904e-01 2.758517864961324673e+00 3.555253346777937029e+00 6.983070411696806978e+00 7.299385705377399169e+00 9.854459938172503541e+00 1.197489750699871536e+01 1.057546005758182694e+01 8.756202650886942607e+00 6.122364702604448539e+00 4.201639224635468572e+00 2.868158840933515474e+00 3.484304308022979413e+00 5.001860795266082960e+00 5.769268020856827661e+00 5.771715911955528355e+00 5.759124862347587026e+00 5.484898037706808616e+00 3.466339838930091677e+00 4.194106486579718407e+00 5.557170529779356549e+00 7.424954558119169157e+00 8.015241273168722813e+00 8.060839049501797859e+00 8.919634209443948691e+00 8.705238088920141948e+00 7.786270581523396572e+00 6.706226532751322189e+00 6.930447386926005038e+00 8.219888949330643513e+00 7.080979421793527351e+00 5.842883867800611419e+00 6.286864311207228440e+00 6.777968316726592946e+00 6.945287312096164456e+00 5.625854108344058524e+00 4.568567486168419123e+00 3.694302185190590393e+00 3.513493253373312530e+00 2.821715248570404455e+00 4.200484934523887937e+00 5.930934974990380582e+00
5.930934974990380582e+00 7.496457523450661853e+00 6.363783816056572284e+00 6.132388451791802808e+00 6.142057289939101494e+00 6.333865147072482493e+00 6.377748072866222806e+00 6.646561674914753581e+00 7.308162290536145633e+00 7.275404333231612064e+00 7.633512889572912741e+00 7.441031696541108076e+00 6.977133114858499852e+00 7.511781719759589748e+00 7.625134335487122605e+00 8.004899099123003126e+00 8.713994772525239796e+00 8.894704196574277688e+00 8.558689681707816632e+00 8.643861697469846561e+00 9.086167093444426968e+00 9.898193602313883233e+00 1.034648273208528302e+01 1.016843348237385491e+01 8.664264106884612460e+00 8.806792400260043507e+00 7.200982473365086456e+00 6.562318398322962487e+00 5.246231972509320052e+00 5.648014488331056349e+00 5.363243157182470355e+00 5.895493624868981541e+00 7.402492337901844799e+00 8.129967096097969304e+00 6.982941051598092308e+00 7.072803200169826887e+00 7.742092449350543859e+00 8.677365963036178798e+00 9.710555120669752682e+00 7.314928818776451180e+00 5.252719878998553860e+00 5.376195751681680512e+00 6.941094718127661878e+00 8.291912671982592187e+00 1.003914303909991546e+01 1.089722506003634983e+01 1.259299000942007041e+01 1.375235170025606912e+01 1.346323187963540313e+01 1.244109140120205126e+01
1.244109140120205126e+01 1.250375144286263485e+01 1.215929866924944669e+01 1.074526011330617870e+01 9.596094651789149665e+00 1.068561184009764986e+01 1.144710050748854613e+01 1.218828196521208440e+01 1.259733186504093005e+01 1.307480330631144483e+01 1.272844661739926053e+01 1.361980071910947032e+01 1.346607780180705483e+01 1.307250135993949414e+01 1.401696607448488052e+01 1.486592323307372965e+01 1.567324965835666184e+01 1.597463215295007544e+01 1.602716562072945550e+01 1.554608536439744526e+01 1.571602141407172404e+01 1.718031802682729037e+01 1.834154051292937027e+01 1.846584230008889094e+01 1.746928858579559218e+01 1.691140491701051829e+01 1.653098008517864415e+01 1.401192766448633620e+01 1.205582054105690482e+01 1.191425747303339477e+01 1.276735083785540859e+01 1.357994122407822424e+01 1.416372676493611316e+01 1.442652678085735474e+01 1.533270754003528857e+01 1.563368536970452460e+01 1.592175704183306451e+01 1.561601942391635589e+01 1.633139735442013318e+01 1.687159849278899770e+01 1.622580302768969673e+01 1.610735893115388961e+01 1.532703891417123288e+01 1.522689097928911295e+01 1.557846519218266401e+01 1.692533932148969811e+01 1.706325377134441368e+01 1.761876583831977428e+01 1.631545952687373102e+01 1.600926085629751228e+01
1.333228960740868629e+01 1.197383940772975919e+01 1.246686723010176578e+01 1.291543829854983549e+01 1.443450398694458059e+01 1.554668241100688419e+01 1.465602818059996437e+01 1.494328720595454030e+01 1.445589152326491167e+01 1.413716482466731073e+01 1.406651762614267831e+01 1.348085138846505338e+01 1.355121001446179463e+01 1.398439718194000214e+01 1.521832336044367118e+01 1.694153586923352606e+01 1.560711679558450626e+01 1.484514269413965515e+01 1.522658250520756873e+01 1.476066723275530634e+01 1.358583540088362618e+01 1.265650581788751516e+01 1.199854718658369812e+01 1.028273473882527611e+01 9.005977099945601694e+00 8.155434450916132505e+00 8.318431492218490320e+00 8.652956707486962884e+00 7.946235952820048354e+00 7.469142641068844846e+00 8.089026283318517585e+00 9.218323360443671177e+00 1.141763742022793515e+01 1.162853086730970631e+01 1.099041076806729400e+01 9.928579957808702616e+00 9.240055857027238417e+00 8.562228841331545937e+00 8.711029441031696408e+00 8.719597059877139955e+00 8.523205211553515070e+00 8.567210863594750592e+00 1.032395085643018895e+01 1.113167531278608280e+01 1.160704714014674011e+01 1.279899762508126493e+01 1.084961059293361885e+01 9.605179711029439460e+00 1.056550928075784945e+01 9.403182258428307350e+00
9.403182258428307350e+00 1.081227196136444846e+01 1.056019888285945640e+01 1.089066749810935342e+01 9.415829695771584795e+00 1.065678625459260687e+01 1.159713511789781393e+01 1.051872404505711955e+01 9.573081821920895962e+00 5.469102837961548502e+00 5.243329662602326025e+00 3.317464141562268765e+00 4.716283451194756005e+00 4.802241576962730463e+00 5.818083215029652422e+00 6.240566663570868755e+00 7.504275517108700555e+00 6.448070212681269453e+00 7.044701759951547793e+00 6.230373751177508801e+00 5.627671783577237186e+00 6.314106221225669557e+00 6.035195897626409511e+00 6.290947175356141230e+00 7.621018359903142247e+00 8.486032426264744188e+00 7.186659988589775949e+00 8.135463241830411363e+00 9.329188281965210550e+00 7.090545435246977668e+00 6.974831168486551825e+00 6.725600695227607062e+00 6.807618755096294549e+00 6.052447227713576794e+00 5.714518846771304617e+00 7.273759138130047042e+00 6.043739464610232481e+00 2.736682483711345260e+00 2.731309124198961769e+00 2.550755405467461046e+00 2.280511650643636479e+00 4.147576654150799236e+00 7.452632024582732662e+00 7.257330405593662270e+00 7.861249684892065659e+00 8.119668042085150361e+00 7.476898691987496903e+00 5.758544400366187865e+00 4.509347096363323537e+00 5.431693308066460446e+00
5.431693308066460446e+00 4.828355733637605063e+00 5.154890475116424398e+00 4.605874917948074021e+00 3.628587255045043314e+00 3.281494208647888211e+00 2.530278232405891448e+00 1.389045521487044077e+00 5.646462233817716586e-02 -5.037119850845076519e-01 -7.189535763091904341e-01 7.022462220217324802e-01 2.858675750620264910e+00 2.055400700764572264e+00 2.066640352390176183e+00 6.678572924959146340e-01 7.689107413010590752e-01 8.498162423213170280e-01 1.383502938796088877e+00 3.359729841430201258e+00 5.808029613511826561e+00 5.356280930331293710e+00 5.985706615587766954e+00 6.965510607528095477e+00 6.801815834987914755e+00 7.451583655272759010e+00 8.166809651836739903e+00 8.813923790317229390e+00 9.971905640100304780e+00 1.101257114805428827e+01 1.016928261532950017e+01 9.177492006209282849e+00 8.074727017022460984e+00 1.064432938398057438e+01 1.177572939194119428e+01 1.206332010985657455e+01 1.204943877618712733e+01 1.163540022024385934e+01 1.056906314880482078e+01 8.929648007854479985e+00 8.542848045004046043e+00 9.038857783497629583e+00 1.018881267330936247e+01 1.019432872059545225e+01 1.088807034535829388e+01 1.172114274721046456e+01 1.159109272797229551e+01 1.143928699367130442e+01 1.211923352483050564e+01 1.205520359289381460e+01
1.205520359289381460e+01 1.229757466399543553e+01 1.344292566106327236e+01 1.320667100078279432e+01 1.214254156107786464e+01 1.405675591407836045e+01 1.430606599355189523e+01 1.425463374507436676e+01 1.448259940826047121e+01 1.443440116225073311e+01 1.482172851627283627e+01 1.439613379151132300e+01 1.483293878577114810e+01 1.519824932666409900e+01 1.579543232553660914e+01 1.523625466028047981e+01 1.437714002241534494e+01 1.358884053548446680e+01 1.469614971275424153e+01 1.517321648910058052e+01 1.537490878454577903e+01 1.531090870493956402e+01 1.428404160751482443e+01 1.194818962200315404e+01 9.727922543153198376e+00 1.028184911968794424e+01 1.179352469782807411e+01 1.250223560785978627e+01 1.260326584495362745e+01 1.245357299226492920e+01 1.230564142707407171e+01 1.215326186464289826e+01 1.290985922967720079e+01 1.218416566053256567e+01 1.248049316049939428e+01 1.274310079473537449e+01 1.388456435499064412e+01 1.514487999363150195e+01 1.391265208103912343e+01 1.418405951891310757e+01 1.419442822836369267e+01 1.515683087659709471e+01 1.741103673826803444e+01 1.909286396624696636e+01 1.816757771556699197e+01 1.761670271059160342e+01 1.686577065449575485e+01 1.639523822159716815e+01 1.674936646720887268e+01 1.653550105478234045e+01
1.758032598744874875e+01 1.827988549972800669e+01 1.767943572461556556e+01 1.615231322391901259e+01 1.558027955049023383e+01 1.613103182921813072e+01 1.723873240370964766e+01 1.201680686205569515e+01 1.018233471759695341e+01 9.470665109922913771e+00 1.206403324886229278e+01 1.441307664751694695e+01 1.428991919969218749e+01 1.419700879648671332e+01 1.622196202783563379e+01 1.782761937615262937e+01 1.391991283119502043e+01 1.195849199294158183e+01 1.081395695957330716e+01 1.122507662098154313e+01 1.300204654310012664e+01 1.592338896923219416e+01 1.602387191360072194e+01 1.557763264385506474e+01 1.463796088681322516e+01 1.254185960117286491e+01 1.113666396890050336e+01 1.057712847116264854e+01 1.117202571280731149e+01 1.211819864404081315e+01 1.290506958909925750e+01 1.214720515848270388e+01 1.179173024107415202e+01 1.209610791949157793e+01 1.143848098074856345e+01 1.142509386899470591e+01 1.172285096389857806e+01 1.349145891655941476e+01 1.396733159968687943e+01 1.133051173528279953e+01 9.823197914317177037e+00 8.581427206750605663e+00 8.672984304308020143e+00 7.028731209616431386e+00 7.169129292446762669e+00 6.882866089079353600e+00 5.534691724933992418e+00 4.449350545965955028e+00 4.963334704329252389e+00 3.907082962943306370e+00
3.907082962943306370e+00 4.974224171100289915e+00 5.305488848496105803e+00 2.977949078558066454e+00 3.003847633705270415e+00 6.566779663265710276e+00 9.033059797534859214e+00 9.410280479229411910e+00 8.369993100794731689e+00 6.570769924772127624e+00 5.853992251661778390e+00 4.589523822159716104e+00 6.119575168168127632e+00 5.582405699804963817e+00 5.463062716429396559e+00 7.562165819744994799e+00 9.102728503005133476e+00 9.957546669143304996e+00 8.811067917368751168e+00 9.679369386103408246e+00 7.389115176924812900e+00 5.727139748709715761e+00 5.498779371376258496e+00 5.372709662867682034e+00 7.272521924878268429e+00 7.724874288519456123e+00 7.004411511058628470e+00 8.964631622241975961e+00 8.898336230115029721e+00 8.437200647463878767e+00 7.095530774435789390e+00 7.847338498892147740e+00 8.676404054609863081e+00 7.705098778044605190e+00 6.572942511045361869e+00 7.235269533374905748e+00 7.571094983481710727e+00 6.052948083480384156e+00 5.327397142136896413e+00 5.681780791020418775e+00 5.087546934497352069e+00 5.464396120523808520e+00 8.775722758089980147e+00 8.201987501824307358e+00 7.661335261572753019e+00 6.719670032240516733e+00 7.028767695798117110e+00 6.361574743601649651e+00 5.261008876092926556e+00 4.189575566199200907e+00
