LOCALITA;DATA;TMEDIA;TMIN;TMAX;PUNTORUGIADA °C;UMID;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
"Roma;1/12/2015;""13"";""9"";""16"";""9"";""80"";""10"";""11"";""17"";""0"";""1026"";""0"";""0"";"""""
"Roma;2/12/2015;""10"";""5"";""15"";""7"";""86"";""9"";""6"";""11"";""0"";""1029"";""0"";""0"";"""""
"Roma;3/12/2015;""10"";""6"";""13"";""7"";""86"";""9"";""6"";""9"";""0"";""1031"";""0"";""0"";"""""
"Roma;4/12/2015;""11"";""7"";""15"";""8"";""81"";""9"";""5"";""9"";""0"";""1033"";""0"";""0"";"""""
"Roma;5/12/2015;""11"";""8"";""15"";""6"";""74"";""10"";""8"";""13"";""0"";""1034"";""0"";""0"";"""""
"Roma;6/12/2015;""10"";""7"";""13"";""7"";""80"";""8"";""6"";""9"";""0"";""1035"";""0"";""0"";"""""
"Roma;7/12/2015;""11"";""7"";""15"";""7"";""77"";""9"";""7"";""13"";""0"";""1035"";""0"";""0"";"""""
"Roma;8/12/2015;""12"";""10"";""15"";""8"";""79"";""9"";""4"";""9"";""0"";""1033"";""0"";""0"";"""""
"Roma;9/12/2015;""11"";""7"";""15"";""8"";""84"";""9"";""7"";""11"";""0"";""1031"";""0"";""0"";"""""
"Roma;10/12/2015;""9"";""5"";""15"";""5"";""79"";""2"";""13"";""19"";""0"";""1030"";""0"";""0"";""nebbia """
"Roma;11/12/2015;""8"";""4"";""13"";""2"";""65"";""0"";""10"";""15"";""0"";""1030"";""0"";""0"";"""""
"Roma;12/12/2015;""8"";""2"";""14"";""5"";""73"";""0"";""7"";""11"";""0"";""1027"";""0"";""0"";"""""
"Roma;13/12/2015;""9"";""4"";""13"";""5"";""76"";""9"";""7"";""11"";""0"";""1025"";""0"";""0"";"""""
"Roma;14/12/2015;""9"";""5"";""13"";""5"";""76"";""9"";""7"";""15"";""0"";""1024"";""0"";""0"";"""""
"Roma;15/12/2015;""8"";""3"";""14"";""3"";""75"";""9"";""7"";""11"";""0"";""1027"";""0"";""0"";"""""
"Roma;16/12/2015;""10"";""7"";""14"";""5"";""71"";""10"";""6"";""11"";""0"";""1028"";""0"";""0"";"""""
"Roma;17/12/2015;""8"";""4"";""15"";""3"";""73"";""0"";""6"";""11"";""0"";""1029"";""0"";""0"";"""""
"Roma;18/12/2015;""7"";""2"";""14"";""3"";""73"";""9"";""6"";""17"";""0"";""1028"";""0"";""0"";"""""
"Roma;19/12/2015;""8"";""3"";""14"";""6"";""86"";""9"";""5"";""9"";""0"";""1027"";""0"";""0"";"""""
"Roma;20/12/2015;""8"";""3"";""14"";""5"";""84"";""8"";""6"";""11"";""0"";""1029"";""0"";""0"";""nebbia """
"Roma;21/12/2015;""9"";""4"";""15"";""4"";""76"";""9"";""6"";""9"";""0"";""1033"";""0"";""0"";"""""
"Roma;22/12/2015;""10"";""4"";""14"";""6"";""81"";""6"";""6"";""11"";""0"";""1035"";""0"";""0"";""nebbia """
"Roma;23/12/2015;""9"";""3"";""14"";""6"";""86"";""7"";""5"";""11"";""0"";""1034"";""0"";""0"";""nebbia """
"Roma;24/12/2015;""9"";""3"";""15"";""7"";""88"";""9"";""6"";""11"";""0"";""1033"";""0"";""0"";""pioggia """
"Roma;25/12/2015;""10"";""5"";""15"";""6"";""82"";""9"";""7"";""13"";""0"";""1034"";""0"";""0"";"""""
"Roma;26/12/2015;""9"";""4"";""14"";""5"";""78"";""0"";""6"";""9"";""0"";""1032"";""0"";""0"";"""""
"Roma;27/12/2015;""8"";""3"";""14"";""3"";""72"";""9"";""6"";""9"";""0"";""1032"";""0"";""0"";"""""
"Roma;28/12/2015;""7"";""3"";""13"";""2"";""68"";""9"";""6"";""11"";""0"";""1031"";""0"";""0"";"""""
"Roma;29/12/2015;""6"";""1"";""11"";""3"";""75"";""9"";""7"";""13"";""0"";""1029"";""0"";""0"";"""""
"Roma;30/12/2015;""5"";""1"";""10"";""2"";""81"";""9"";""8"";""13"";""0"";""1025"";""0"";""0"";"""""
"Roma;31/12/2015;""7"";""2"";""11"";""3"";""77"";""9"";""7"";""13"";""0"";""1025"";""0"";""0"";"""""
